ANON_ID,HH_00,HH_01,HH_02,HH_03,HH_04,HH_05,HH_06,HH_07,HH_08,HH_09,HH_10,HH_11,HH_12,HH_13,HH_14,HH_15,HH_16,HH_17,HH_18,HH_19,HH_20,HH_21,HH_22,HH_23,HH_24,HH_25,HH_26,HH_27,HH_28,HH_29,HH_30,HH_31,HH_32,HH_33,HH_34,HH_35,HH_36,HH_37,HH_38,HH_39,HH_40,HH_41,HH_42,HH_43,HH_44,HH_45,HH_46,HH_47
3,0.4066666666666666,0.3813333333333333,0.3473333333333333,0.3606666666666667,0.36000000000000004,0.32866666666666666,0.3313333333333333,0.3206666666666667,0.3373333333333333,0.42533333333333334,0.37933333333333336,0.3173333333333333,0.392,0.414,0.41933333333333334,0.3506666666666666,0.38666666666666666,0.3453333333333333,0.38,0.3466666666666667,0.34600000000000003,0.358,0.37866666666666665,0.4093333333333333,0.37133333333333335,0.4053333333333333,0.38999999999999996,0.4326666666666667,0.46066666666666667,0.3973333333333333,0.38,0.422,0.422,0.45066666666666666,0.44,0.45266666666666666,0.48133333333333334,0.486,0.5353333333333333,0.5833333333333334,0.5086666666666667,0.5366666666666667,0.5506666666666666,0.514,0.45466666666666666,0.4653333333333334,0.45466666666666666,0.44666666666666666
5,0.07354166666666666,0.07583333333333334,0.08175,0.07679166666666666,0.08175,0.0805,0.07204166666666667,0.082,0.08641666666666666,0.06308333333333334,0.07104166666666667,0.06908333333333333,0.24029166666666668,0.6988333333333333,0.3333333333333333,0.439375,0.24258333333333335,0.5560833333333334,0.3396521739130435,0.19083333333333333,0.16245833333333334,0.11262500000000002,0.12762500000000002,0.16229166666666667,0.24154166666666665,0.1565,0.14358333333333334,0.14558333333333331,0.15120833333333333,0.16966666666666666,0.140875,0.12833333333333333,0.16095833333333334,0.3425416666666667,0.43291666666666667,0.24133333333333332,0.1915,0.1645,0.18066666666666667,0.16225,0.214875,0.30745833333333333,0.21729166666666666,0.148875,0.10099999999999999,0.07395833333333333,0.07270833333333333,0.071
7,0.1182608695652174,0.11347826086956521,0.11739130434782609,0.11391304347826088,0.11739130434782609,0.11391304347826088,0.12695652173913044,0.12478260869565218,0.12913043478260872,0.11695652173913043,0.2747826086956522,0.1417391304347826,0.1356521739130435,0.10478260869565217,0.08869565217391305,0.07260869565217391,0.07043478260869565,0.07043478260869565,0.07347826086956522,0.07347826086956522,0.07434782608695652,0.07260869565217391,0.07608695652173914,0.08347826086956522,0.07347826086956522,0.07086956521739131,0.07260869565217391,0.07478260869565218,0.0691304347826087,0.08217391304347826,0.11217391304347826,0.3130434782608696,0.24869565217391304,0.4404347826086957,0.15956521739130436,0.5160869565217391,0.5669565217391304,0.6060869565217392,0.361304347826087,0.24478260869565216,0.28956521739130436,0.26217391304347826,0.1865217391304348,0.12173913043478261,0.11391304347826088,0.11478260869565218,0.11869565217391305,0.11478260869565218
8,0.11925925925925927,0.11851851851851852,0.11703703703703704,0.10592592592592592,0.10666666666666666,0.11222222222222224,0.11777777777777779,0.10666666666666666,0.11148148148148149,0.11148148148148149,0.2,0.17148148148148148,0.8325925925925927,0.34111111111111114,0.2588888888888889,0.3137037037037037,0.16296296296296298,0.11333333333333334,0.1325925925925926,0.1388888888888889,0.13,0.13444444444444445,0.11481481481481481,0.10666666666666666,0.11481481481481481,0.12518518518518518,0.11777777777777779,0.10555555555555556,0.10555555555555556,0.11259259259259259,0.11851851851851852,0.1462962962962963,0.24629629629629632,0.44185185185185183,0.2644444444444444,0.29074074074074074,0.4451851851851852,0.43296296296296294,0.29962962962962963,0.2822222222222222,0.31148148148148147,0.2551851851851852,0.33777777777777773,0.31555555555555553,0.15407407407407409,0.11370370370370371,0.11407407407407408,0.1137037037037037
10,0.04728000000000001,0.03625,0.02804,0.09096,0.031920000000000004,0.03417391304347826,0.03228,0.10656521739130435,0.02725,0.046,0.14670833333333333,0.06929166666666667,0.10704166666666666,0.20756,0.16916,0.19208000000000003,0.20484,0.26984,0.24645833333333333,0.26416,0.20336,0.24645833333333333,0.2801304347826087,0.11937500000000001,0.06054166666666666,0.056875,0.087625,0.09645833333333333,0.05808333333333333,0.06120833333333333,0.06741666666666667,0.085,0.08782608695652173,0.16104166666666667,0.13663999999999998,0.2485217391304348,0.29020833333333335,0.19344,0.31095833333333334,0.3080869565217391,0.28683333333333333,0.285375,0.2627916666666667,0.23908333333333334,0.21933333333333335,0.18991666666666665,0.14295652173913043,0.13288
11,0.16166666666666665,0.16908333333333334,0.15475,0.16266666666666665,0.15983333333333333,0.16075,0.17266666666666666,0.15933333333333333,0.1681666666666667,0.15633333333333332,0.16166666666666665,0.18800000000000003,0.2521666666666667,0.18566666666666667,0.2048333333333333,0.19691666666666666,0.22391666666666665,0.21333333333333335,0.25708333333333333,0.235,0.2050833333333333,0.23725,0.20525000000000002,0.20925000000000002,0.25216666666666665,0.2505,0.24925,0.21408333333333332,0.22608333333333333,0.23525,0.22475,0.22775,0.24008333333333334,0.22575,0.2718333333333333,0.5565,0.5671666666666667,0.2738333333333333,0.2765,0.26025000000000004,0.28208333333333335,0.28291666666666665,0.28750000000000003,0.32549999999999996,0.21933333333333335,0.17941666666666667,0.17708333333333334,0.16366666666666665
12,0.03260869565217391,0.017875,0.02370833333333333,0.021666666666666667,0.021608695652173913,0.02279166666666667,0.02031818181818182,0.01865217391304348,0.023791666666666666,0.018043478260869564,0.024136363636363636,0.025041666666666667,0.06232,0.04652,0.18239999999999998,0.18424,0.0705,0.07634782608695652,0.057960000000000005,0.05613636363636363,0.029130434782608697,0.04942857142857143,0.13316666666666666,0.09958333333333334,0.09181818181818181,0.134375,0.08762500000000001,0.04175,0.046799999999999994,0.04895454545454545,0.049833333333333334,0.11829166666666667,0.10895652173913042,0.18452,0.336,0.12391666666666667,0.10272,0.15904,0.189375,0.17064000000000001,0.11903999999999999,0.15916,0.1292,0.12304,0.07908,0.05441666666666667,0.026958333333333334,0.018125
21,0.0691304347826087,0.06708333333333334,0.07708333333333334,0.07083333333333333,0.07708333333333334,0.08166666666666667,0.07166666666666667,0.09500000000000001,0.10875,0.08458333333333334,0.08208333333333333,0.11541666666666667,0.13125,0.08041666666666668,0.09916666666666667,0.11125,0.15458333333333332,0.155,0.12166666666666666,0.09458333333333334,0.08833333333333333,0.11583333333333334,0.16208333333333333,0.21375,0.09083333333333334,0.09791666666666667,0.09166666666666667,0.08208333333333333,0.10958333333333332,0.12916666666666668,0.18833333333333332,0.16291666666666668,0.15708333333333332,0.17458333333333334,0.15583333333333332,0.21083333333333334,0.17666666666666667,0.19583333333333333,0.16541666666666668,0.15083333333333335,0.17666666666666667,0.17208333333333334,0.16375,0.14583333333333334,0.13875,0.11375,0.07208333333333333,0.07739130434782608
22,0.04075,0.03216666666666667,0.035416666666666666,0.04708333333333333,0.043500000000000004,0.044833333333333336,0.04125,0.04658333333333333,0.04666666666666667,0.04466666666666667,0.044000000000000004,0.042833333333333334,0.04516666666666667,0.050416666666666665,0.043583333333333335,0.03341666666666667,0.03233333333333333,0.04,0.05533333333333334,0.07708333333333334,0.04591666666666667,0.04674999999999999,0.043333333333333335,0.03675,0.045000000000000005,0.08275,0.04441666666666667,0.051166666666666666,0.04700000000000001,0.04466666666666667,0.06366666666666666,0.057499999999999996,0.04683333333333334,0.04658333333333333,0.05241666666666667,0.04416666666666667,0.06083333333333333,0.10016666666666667,0.10016666666666667,0.10841666666666666,0.07583333333333334,0.073,0.06633333333333334,0.08125,0.08075,0.09575,0.11033333333333334,0.050333333333333334
23,0.08130434782608696,0.06608695652173913,0.08521739130434783,0.0791304347826087,0.07130434782608695,0.08434782608695653,0.07565217391304348,0.14695652173913043,0.14521739130434783,0.08304347826086957,0.07782608695652174,0.07086956521739131,0.18434782608695652,0.10869565217391304,0.07869565217391304,0.09,0.09999999999999999,0.07869565217391304,0.1082608695652174,0.10782608695652174,0.15565217391304348,0.19956521739130434,0.16695652173913042,0.23173913043478261,0.1317391304347826,0.1017391304347826,0.10086956521739132,0.08130434782608696,0.08173913043478262,0.08826086956521738,0.1673913043478261,0.358695652173913,0.6426086956521739,0.9504347826086956,0.5991304347826086,0.3060869565217391,0.2504347826086956,0.21956521739130433,0.1991304347826087,0.22478260869565217,0.2426086956521739,0.25217391304347825,0.28,0.24130434782608695,0.21173913043478262,0.1882608695652174,0.10695652173913044,0.08826086956521738
